year,month,user_account_id,user_lifetime,user_intake,user_no_outgoing_activity_in_days,user_account_balance_last,user_spendings,user_has_outgoing_calls,user_has_outgoing_sms,user_use_gprs,user_does_reload,reloads_inactive_days,reloads_count,reloads_sum,calls_outgoing_count,calls_outgoing_spendings,calls_outgoing_duration,calls_outgoing_spendings_max,calls_outgoing_duration_max,calls_outgoing_inactive_days,calls_outgoing_to_onnet_count,calls_outgoing_to_onnet_spendings,calls_outgoing_to_onnet_duration,calls_outgoing_to_onnet_inactive_days,calls_outgoing_to_offnet_count,calls_outgoing_to_offnet_spendings,calls_outgoing_to_offnet_duration,calls_outgoing_to_offnet_inactive_days,calls_outgoing_to_abroad_count,calls_outgoing_to_abroad_spendings,calls_outgoing_to_abroad_duration,calls_outgoing_to_abroad_inactive_days,sms_outgoing_count,sms_outgoing_spendings,sms_outgoing_spendings_max,sms_outgoing_inactive_days,sms_outgoing_to_onnet_count,sms_outgoing_to_onnet_spendings,sms_outgoing_to_onnet_inactive_days,sms_outgoing_to_offnet_count,sms_outgoing_to_offnet_spendings,sms_outgoing_to_offnet_inactive_days,sms_outgoing_to_abroad_count,sms_outgoing_to_abroad_spendings,sms_outgoing_to_abroad_inactive_days,sms_incoming_count,sms_incoming_spendings,sms_incoming_from_abroad_count,sms_incoming_from_abroad_spendings,gprs_session_count,gprs_usage,gprs_spendings,gprs_inactive_days,last_100_reloads_count,last_100_reloads_sum,last_100_calls_outgoing_duration,last_100_calls_outgoing_to_onnet_duration,last_100_calls_outgoing_to_offnet_duration,last_100_calls_outgoing_to_abroad_duration,last_100_sms_outgoing_count,last_100_sms_outgoing_to_onnet_count,last_100_sms_outgoing_to_offnet_count,last_100_sms_outgoing_to_abroad_count,last_100_gprs_usage
2013,6,4107,830,0,2,1.31,3.72,1,1,0,0,75,0,0.0,12,0.6,4.4,0.15,1.0,13,0,0.0,0.0,13,4,0.6,4.0,13,0,0.0,0.0,13,52,3.12,0.06,2,0,0.0,2,52,3.12,2,0,0.0,2,10,0.0,0,0.0,0,0.0,0.0,1276,1,12.0,14.92,0.0,14.0,0.0,230,0,229,0,0.0
2013,6,19355,993,0,2,7.07,3.75,1,1,0,0,1276,0,0.0,25,2.67,17.87,0.87,5.78,4,0,0.0,0.0,4,14,2.21,14.75,4,0,0.0,0.0,4,18,1.08,0.06,2,4,0.24,2,13,0.78,2,0,0.0,2,5,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,57.07,0.0,27.53,0.0,37,6,24,1,0.0
2013,6,115559,1984,0,2,12.1,1.2,1,1,0,1,16,1,1.5,7,0.75,4.4,0.21,1.17,2,0,0.0,0.0,2,4,0.75,4.17,2,0,0.0,0.0,2,5,0.45,0.09,5,1,0.09,5,4,0.36,5,0,0.0,5,10,0.0,0,0.0,0,0.0,0.0,1276,1,1.5,32.37,7.25,19.52,7.25,29,2,23,2,0.0
2013,6,150951,1981,0,2,20.34,2.69,1,1,0,1,37,1,12.0,6,0.41,3.22,0.24,1.62,2,0,0.0,0.0,2,2,0.41,2.72,2,0,0.0,0.0,2,39,2.28,0.06,2,0,0.0,2,38,2.28,2,0,0.0,2,5,0.0,1,0.0,0,0.0,0.0,1276,1,6.0,19.32,0.0,13.4,0.0,99,0,98,0,0.0
2013,6,166986,1957,0,5,39.41,4.35,1,1,0,1,21,1,24.02,4,3.81,25.8,1.96,13.03,21,0,0.0,0.0,21,3,3.81,25.37,21,0,0.0,0.0,21,14,0.54,0.06,5,0,0.0,5,9,0.54,5,0,0.0,5,10,0.0,0,0.0,0,0.0,0.0,1276,3,24.015,74.85,0.0,74.42,0.0,41,0,35,0,0.0
2013,6,239315,1871,0,4,0.29,1.79,1,1,0,0,1276,0,0.0,4,1.34,7.42,0.64,3.55,4,0,0.0,0.0,4,4,1.34,7.42,4,0,0.0,0.0,4,6,0.45,0.09,7,0,0.0,7,5,0.45,7,0,0.0,7,4,0.0,1,0.0,0,0.0,0.0,1276,0,0.0,12.42,0.0,12.42,0.0,12,0,11,0,0.0
2013,6,241287,1557,0,9,2.21,0.0,1,0,0,0,1276,0,0.0,2,0.0,0.0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,276180,1566,0,2,12.31,5.1,1,1,0,1,29,1,12.0,9,0.96,7.52,0.42,2.8,5,0,0.0,0.0,5,3,0.96,6.4,5,0,0.0,0.0,5,69,4.14,0.06,2,34,2.04,2,35,2.1,2,0,0.0,2,6,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,15.53,0.0,8.4,0.0,223,105,118,0,0.0
2013,6,289502,1731,0,1,25.64,15.75,1,1,0,0,1276,0,0.0,52,0.75,11.67,0.15,1.0,3,0,0.0,0.0,3,10,0.75,5.0,3,0,0.0,0.0,3,250,15.0,0.06,1,54,3.24,1,196,11.76,1,0,0.0,1,11,0.0,1,0.0,0,0.0,0.0,1276,0,0.0,18.77,0.0,9.0,0.0,573,80,486,7,0.0
2013,6,351575,1337,0,1,10.98,1.91,1,1,0,0,61,0,0.0,46,1.14,107.43,0.3,25.52,1,0,0.0,0.0,1,28,1.14,99.88,1,0,0.0,0.0,1,12,0.77,0.11,1,5,0.3,1,6,0.36,1,1,0.11,1,13,0.0,2,0.0,0,0.0,0.0,1276,1,6.0,222.45,4.2,185.03,8.95,42,13,13,0,0.0
2013,6,366278,1136,0,3,2.51,3.9,1,1,0,1,27,1,6.01,31,3.78,28.88,0.68,4.55,3,0,0.0,0.0,3,9,1.49,9.9,3,0,0.0,0.0,3,52,0.12,0.06,7,0,0.0,7,2,0.12,7,0,0.0,7,13,0.0,0,0.0,0,0.0,0.0,1276,6,18.015,113.55,0.0,54.7,0.0,189,0,34,0,0.0
2013,6,382700,1146,0,1,4.94,28.36,1,0,0,1,15,3,26.29,93,28.36,304.78,1.8,25.3,1,0,0.0,0.0,1,41,16.55,210.37,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,26,0.0,0,0.0,0,0.0,0.0,1276,11,48.3,523.13,0.0,345.33,0.0,0,0,0,0,0.0
2013,6,421477,115,0,2,23.39,14.23,1,1,0,1,4,2,28.02,167,13.63,101.03,0.52,3.45,2,0,0.0,0.0,2,110,12.74,84.9,2,0,0.0,0.0,2,33,0.6,0.06,2,0,0.0,2,17,0.6,2,0,0.0,2,46,0.0,1,0.0,0,0.0,0.0,1276,10,68.025,333.55,0.0,285.6,0.7,113,0,50,1,0.0
2013,6,440061,240,0,1,0.06,6.65,1,1,0,0,30,0,0.0,47,4.07,30.7,0.51,3.37,1,0,0.0,0.0,1,30,4.07,27.12,1,0,0.0,0.0,1,43,2.58,0.06,1,42,2.52,1,1,0.06,1,0,0.0,1,12,0.0,0,0.0,0,0.0,0.0,1276,3,16.0,71.57,0.0,59.97,0.0,151,125,23,0,0.0
2013,6,928313,531,0,1,7.71,1.27,1,0,0,1,8,1,6.01,23,1.27,11.38,0.22,1.47,1,0,0.0,0.0,1,14,1.27,8.47,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,9,0.0,0,0.0,0,0.0,0.0,1276,3,12.005,35.67,0.0,29.43,0.0,0,0,0,0,0.0
2013,6,929699,541,0,2,4.18,0.15,1,0,0,0,1276,0,0.0,15,0.15,34.25,0.15,16.88,2,0,0.0,0.0,2,13,0.15,33.02,2,0,0.0,0.0,2,0,0.0,0.0,65,0,0.0,65,0,0.0,65,0,0.0,65,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,55.37,0.0,52.78,0.0,1,0,0,0,0.0
2013,6,944423,290,0,1,26.58,0.0,1,0,0,0,48,0,0.0,2,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,48,0,0.0,48,0,0.0,48,0,0.0,48,3,0.0,0,0.0,0,0.0,0.0,1276,1,12.0,0.03,0.0,0.0,0.0,1,0,0,0,0.0
2013,6,1099431,213,0,1,4.22,1.64,1,1,0,0,1276,0,0.0,21,1.2,9.32,0.15,1.0,1,0,0.0,0.0,1,12,1.2,8.0,1,0,0.0,0.0,1,4,0.44,0.11,2,0,0.0,2,0,0.0,2,0,0.0,2,30,0.0,23,0.0,0,0.0,0.0,1276,0,0.0,34.18,0.0,18.87,0.0,18,2,4,0,0.0
2013,6,1128286,76,0,1,1.84,10.77,1,0,0,1,13,2,12.0,71,10.77,79.37,1.08,7.2,1,0,0.0,0.0,1,31,8.56,57.07,1,0,0.0,0.0,1,0,0.0,0.0,70,0,0.0,70,0,0.0,70,0,0.0,70,6,0.0,0,0.0,0,0.0,0.0,74,6,33.0,222.62,0.0,166.78,0.0,1,0,1,0,0.65
2013,6,15407,928,0,1,2.1,12.65,1,1,0,0,1276,0,0.0,106,9.53,90.92,1.2,9.0,1,0,0.0,0.0,1,11,2.45,25.0,1,0,0.0,0.0,1,52,3.12,0.06,1,0,0.0,1,52,3.12,1,0,0.0,1,15,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,183.27,0.0,71.0,0.0,136,0,136,0,0.0
2013,6,155744,1924,0,1,0.15,10.8,1,1,0,1,15,1,4.0,54,7.83,44.28,0.93,5.17,1,0,0.0,0.0,1,49,7.65,42.52,1,0,0.0,0.0,1,33,2.97,0.09,2,17,1.53,2,16,1.44,2,0,0.0,2,11,0.0,0,0.0,0,0.0,0.0,1276,6,28.0,116.9,0.0,97.02,0.0,92,56,36,0,0.0
2013,6,158897,1986,0,3,21.24,0.73,1,1,0,0,1276,0,0.0,9,0.73,4.33,0.37,2.03,3,0,0.0,0.0,3,5,0.73,4.03,3,0,0.0,0.0,3,3,0.0,0.0,20,0,0.0,20,0,0.0,20,0,0.0,20,4,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,18.12,0.0,14.18,0.0,5,0,0,0,0.0
2013,6,400786,15885,0,9,0.0,0.0,1,0,0,0,1276,0,0.0,3,0.0,0.0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,9,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,439046,611,0,1,5.32,0.69,1,1,0,1,1,1,6.0,22,0.45,5.15,0.15,1.0,1,1,0.0,0.0,1,11,0.3,2.0,1,1,0.0,0.0,1,32,0.24,0.06,1,0,0.0,1,32,0.24,1,0,0.0,1,21,0.0,2,0.0,0,0.0,0.0,1276,2,12.0,97.55,0.0,23.43,0.0,139,0,137,0,0.0
2013,6,445760,345,0,53,0.03,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,53,0,0.0,0.0,53,0,0.0,0.0,53,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,3,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,930408,534,0,10,0.0,0.0,1,0,0,0,68,0,0.0,2,0.0,0.62,0.0,0.62,10,0,0.0,0.0,10,0,0.0,0.0,10,0,0.0,0.0,10,0,0.0,0.0,62,0,0.0,62,0,0.0,62,0,0.0,62,0,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,236.88,0.0,69.58,0.0,11,0,11,0,0.0
2013,6,995689,176,0,1,3.69,3.9,1,1,0,0,1276,0,0.0,63,0.6,9.23,0.15,1.0,3,0,0.0,0.0,3,26,0.6,4.0,3,0,0.0,0.0,3,55,3.3,0.06,1,5,0.3,1,49,2.94,1,0,0.0,1,6,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,9.23,0.0,4.0,0.0,111,7,103,0,0.0
2013,6,1037423,328,0,1,19.4,0.06,1,1,0,1,26,1,5.0,25,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,1,0.06,0.06,6,0,0.0,6,1,0.06,6,0,0.0,6,6,0.0,0,0.0,0,0.0,0.0,1276,3,15.0,0.0,0.0,0.0,0.0,9,1,6,0,0.0
2013,6,1155609,15880,0,53,0.0,0.0,0,0,0,0,53,0,0.0,0,0.0,0.0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,0,0.0,0,0.0,0.0,1271,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,8271,958,0,1,24.02,8.11,1,1,0,1,7,1,24.02,28,5.34,42.08,1.22,8.15,5,0,0.0,0.0,5,19,3.26,28.23,5,0,0.0,0.0,5,46,2.77,0.11,1,8,0.24,1,33,1.98,1,5,0.55,1,18,0.0,13,0.0,0,0.0,0.0,1276,6,49.015,154.1,0.0,102.57,0.0,254,92,152,8,0.0
2013,6,9995,732,0,2,0.23,1.25,1,1,0,0,1276,0,0.0,13,1.13,7.53,0.19,1.28,2,0,0.0,0.0,2,8,1.13,7.53,2,0,0.0,0.0,2,8,0.12,0.06,4,0,0.0,4,2,0.12,4,0,0.0,4,10,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,12.53,0.0,11.53,0.0,17,0,9,0,0.0
2013,6,16916,727,0,1,1.26,0.84,0,1,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,14,0.84,0.06,1,0,0.0,1,14,0.84,1,0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,36,0,36,0,0.0
2013,6,19424,882,0,2,9.4,0.93,1,0,0,0,1276,0,0.0,20,0.93,6.17,0.33,2.17,2,0,0.0,0.0,2,20,0.93,6.17,2,0,0.0,0.0,2,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,12,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,26.47,0.0,20.47,0.0,0,0,0,0,0.0
2013,6,80044,1477,0,1,24.07,18.56,1,1,0,1,1,1,24.02,204,14.06,115.95,2.22,14.8,1,0,0.0,0.0,1,72,9.27,61.82,1,0,0.0,0.0,1,94,4.5,0.06,1,64,3.3,1,20,1.2,1,0,0.0,1,22,0.0,0,0.0,0,0.0,0.0,1276,7,72.025,351.52,0.0,205.17,0.0,340,89,30,0,0.0
2013,6,95615,1985,0,1,4.08,7.01,1,1,0,1,16,3,13.51,20,2.79,21.25,0.52,3.48,1,0,0.0,0.0,1,15,2.79,18.57,1,0,0.0,0.0,1,131,4.22,1.0,1,3,0.18,1,34,2.04,1,0,0.0,1,16,3.5,1,0.0,0,0.0,0.0,92,9,25.52,41.48,0.0,32.23,0.0,404,10,194,0,1.47
2013,6,136920,1986,0,3,34.02,4.61,1,1,0,0,57,0,0.0,41,4.49,36.32,2.35,15.63,3,0,0.0,0.0,3,26,0.74,4.93,3,0,0.0,0.0,3,2,0.12,0.06,23,0,0.0,23,2,0.12,23,0,0.0,23,6,0.0,0,0.0,0,0.0,0.0,1276,1,6.0,72.28,0.0,8.02,0.0,4,0,4,0,0.0
2013,6,145137,1773,0,2,2.33,22.41,1,1,0,0,75,0,0.0,75,19.47,116.28,2.03,8.65,2,0,0.0,0.0,2,69,16.35,108.98,2,0,0.0,0.0,2,49,2.94,0.06,2,0,0.0,2,49,2.94,2,0,0.0,2,4,0.0,0,0.0,0,0.0,0.0,1276,1,36.0,191.48,1.25,172.92,1.25,115,0,114,0,0.0
2013,6,145612,1986,0,1,5.96,6.39,1,1,0,1,1,2,12.0,39,1.59,15.23,0.48,3.2,3,0,0.0,0.0,3,24,1.59,10.58,3,0,0.0,0.0,3,84,4.8,0.06,1,2,0.12,1,78,4.68,1,0,0.0,1,15,0.0,0,0.0,0,0.0,0.0,1276,4,24.0,49.72,0.0,35.68,0.0,241,8,224,0,0.0
2013,6,178615,1985,0,2,12.48,0.36,1,1,0,1,16,2,7.51,7,0.3,5.5,0.15,1.4,14,0,0.0,0.0,14,1,0.15,1.0,14,0,0.0,0.0,14,25,0.06,0.06,2,0,0.0,2,1,0.06,2,0,0.0,2,8,0.0,0,0.0,0,0.0,0.0,1276,4,13.505,53.5,0.0,27.25,0.0,77,1,54,0,0.0
2013,6,203618,1984,0,2,4.49,0.42,0,1,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,33,0,0.0,0.0,33,0,0.0,0.0,33,0,0.0,0.0,33,8,0.42,0.06,2,0,0.0,2,7,0.42,2,0,0.0,2,4,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,1.0,0.0,1.0,0.0,24,0,23,0,0.0
2013,6,268875,1844,0,2,6.49,16.52,1,1,0,0,33,0,0.0,52,13.13,99.33,3.69,24.58,14,0,0.0,0.0,14,34,10.99,84.7,14,0,0.0,0.0,14,32,3.39,0.55,2,1,0.06,2,28,1.68,2,3,1.65,2,4,0.0,1,0.0,0,0.0,0.0,1276,2,36.0,224.48,0.0,198.87,0.0,198,20,169,3,0.0
2013,6,279797,1510,0,2,17.17,1.6,1,1,0,1,2,1,12.0,19,1.36,12.78,0.61,4.05,2,0,0.0,0.0,2,9,1.36,9.05,2,0,0.0,0.0,2,4,0.24,0.06,10,0,0.0,10,4,0.24,10,0,0.0,10,6,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,50.67,1.0,43.48,1.0,13,1,7,5,0.0
2013,6,333377,1422,0,2,7.45,8.73,1,1,0,1,19,1,6.01,24,7.95,53.0,0.85,5.67,3,0,0.0,0.0,3,23,7.95,53.0,3,0,0.0,0.0,3,24,0.78,0.06,2,0,0.0,2,13,0.78,2,0,0.0,2,16,0.0,0,0.0,0,0.0,0.0,1276,3,18.005,108.75,0.0,102.85,0.47,88,0,39,14,0.0
2013,6,358354,1276,0,1,16.39,6.82,1,0,0,0,66,0,0.0,28,6.82,34.73,4.0,8.87,1,0,0.0,0.0,1,18,0.84,18.83,1,0,0.0,0.0,1,0,0.0,0.0,65,0,0.0,65,0,0.0,65,0,0.0,65,6,0.0,0,0.0,0,0.0,0.0,1276,1,24.0,147.97,0.0,53.47,0.0,1,0,0,0,0.0
2013,6,372972,1150,0,1,18.09,1.85,1,1,0,0,48,0,0.0,10,1.61,10.73,0.53,3.52,1,0,0.0,0.0,1,8,1.61,10.73,1,0,0.0,0.0,1,4,0.24,0.06,10,0,0.0,10,4,0.24,10,0,0.0,10,3,0.0,0,0.0,0,0.0,0.0,1276,1,12.0,16.6,0.0,15.73,0.0,15,0,15,0,0.0
2013,6,380572,496,0,1,4.4,1.88,1,1,0,0,1276,0,0.0,106,1.82,24.47,0.99,6.62,1,0,0.0,0.0,1,59,1.67,11.15,1,0,0.0,0.0,1,1,0.06,0.06,21,0,0.0,21,1,0.06,21,0,0.0,21,11,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,54.72,0.0,22.53,0.0,17,0,17,0,0.0
2013,6,383394,1146,0,27,1.63,0.0,1,0,0,0,1276,0,0.0,2,0.0,0.0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,413417,609,0,1,6.67,12.41,1,1,0,1,15,2,12.01,12,0.56,5.45,0.26,1.75,3,0,0.0,0.0,3,2,0.3,2.0,3,0,0.0,0.0,3,246,11.85,0.15,1,0,0.0,1,195,11.7,1,0,0.0,1,20,1.3,0,0.0,0,0.0,0.0,1276,7,26.01,11.02,0.5,3.0,1.95,513,3,349,55,0.0
2013,6,414764,796,0,2,20.07,9.44,1,1,0,1,2,4,20.01,25,4.28,28.52,1.26,8.38,3,0,0.0,0.0,3,22,3.98,26.52,3,0,0.0,0.0,3,87,5.16,0.06,2,0,0.0,2,86,5.16,2,0,0.0,2,13,0.0,0,0.0,0,0.0,0.0,1276,6,36.0,117.25,0.0,101.08,0.0,266,1,262,0,0.0
2013,6,451067,678,0,1,0.97,25.53,1,1,0,1,6,9,26.5,100,11.61,84.55,1.01,6.73,2,0,0.0,0.0,2,55,9.85,65.67,2,0,0.0,0.0,2,279,13.92,0.06,1,117,5.82,1,151,8.1,1,0,0.0,1,42,0.0,0,0.0,0,0.0,0.0,1276,59,67.5,222.7,0.0,177.45,0.0,677,380,265,0,69.6
2013,6,930257,438,0,1,5.59,26.87,1,1,0,1,17,3,24.0,163,18.17,121.85,2.53,16.88,2,1,0.18,0.5,2,69,15.4,102.67,2,5,0.55,4.38,2,147,8.7,0.11,1,10,0.6,1,124,7.44,1,6,0.66,1,11,2.0,1,0.0,0,0.0,0.0,1276,11,82.0,353.42,1.5,290.45,5.48,456,20,391,13,0.0
2013,6,991871,317,0,82,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,82,0,0.0,0.0,82,0,0.0,0.0,82,0,0.0,0.0,82,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,995992,168,0,1,19.65,4.52,1,0,0,0,49,0,0.0,61,4.52,30.15,1.33,8.85,1,0,0.0,0.0,1,18,4.37,29.15,1,0,0.0,0.0,1,0,0.0,0.0,39,0,0.0,39,0,0.0,39,0,0.0,39,0,0.0,0,0.0,0,0.0,0.0,1276,1,24.0,123.8,0.0,63.92,0.0,12,0,5,0,0.0
2013,6,1038169,264,0,46,2.59,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,46,0,0.0,0.0,46,0,0.0,0.0,46,0,0.0,0.0,46,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0.0
2013,6,1121463,72,0,1,5.92,20.67,1,1,0,1,1,4,18.5,116,13.52,89.37,0.62,4.15,1,0,0.0,0.0,1,100,13.23,88.2,1,0,0.0,0.0,1,120,7.15,0.11,1,34,2.04,1,76,4.56,1,0,0.0,1,66,0.0,2,0.0,0,0.0,0.0,1276,7,43.5,148.47,0.0,143.35,0.7,254,55,175,4,0.0
2013,6,1128087,167,0,8,21.02,0.0,1,0,0,0,66,0,0.0,2,0.0,0.0,0.0,0.0,8,0,0.0,0.0,8,0,0.0,0.0,8,0,0.0,0.0,8,0,0.0,0.0,33,0,0.0,33,0,0.0,33,0,0.0,33,3,0.0,0,0.0,0,0.0,0.0,1276,1,10.0,14.98,1.0,0.0,1.0,6,3,0,3,0.0
2013,6,16186,872,0,1,6.29,8.57,1,1,0,1,37,1,5.0,32,6.21,37.93,1.06,7.03,1,2,1.19,3.42,1,16,4.39,29.25,1,6,1.37,5.27,1,38,2.36,0.11,1,3,0.18,1,29,1.74,1,6,0.44,1,14,0.0,5,0.0,0,0.0,0.0,1276,6,37.0,167.55,0.0,122.83,1.85,160,7,145,2,0.0
2013,6,71073,1986,0,1,56.45,10.16,1,1,0,1,84,1,48.03,42,7.28,49.12,0.56,3.7,2,0,0.0,0.0,2,40,7.05,47.02,2,0,0.0,0.0,2,51,2.88,0.06,1,1,0.06,1,47,2.82,1,0,0.0,1,10,0.0,0,0.0,0,0.0,0.0,1276,1,24.0,107.7,0.0,101.12,0.0,118,1,115,0,0.0
2013,6,110088,1983,0,2,5.58,4.93,1,1,0,1,2,1,6.0,34,4.93,38.27,3.36,22.4,2,0,0.0,0.0,2,0,0.0,0.0,2,0,0.0,0.0,2,1,0.0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,2,15,0.0,0,0.0,0,0.0,0.0,1276,1,6.0,110.98,0.0,0.0,0.0,1,0,0,0,0.0
2013,6,113451,1983,0,2,4.01,0.92,1,0,0,0,1276,0,0.0,2,0.92,6.12,0.77,5.12,2,0,0.0,0.0,2,2,0.92,6.12,2,0,0.0,0.0,2,0,0.0,0.0,79,0,0.0,79,0,0.0,79,0,0.0,79,4,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,22.92,0.0,13.68,0.0,1,0,1,0,0.0
2013,6,130280,1944,0,14,3.3,0.11,0,1,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,1,0.11,0.11,14,0,0.0,14,0,0.0,14,0,0.0,14,6,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0.0
2013,6,136208,1977,0,8,10.9,3.33,1,0,0,0,1276,0,0.0,3,3.33,10.05,3.15,9.05,8,1,3.15,9.05,8,1,0.18,1.0,8,1,3.15,9.05,8,0,0.0,0.0,90,0,0.0,90,0,0.0,90,0,0.0,90,4,0.0,1,0.0,0,0.0,0.0,1276,0,0.0,11.05,9.05,2.0,9.05,1,0,1,0,0.0
2013,6,146257,1986,0,1,9.44,17.53,1,1,0,0,30,0,0.0,64,15.27,103.58,1.81,12.03,1,0,0.0,0.0,1,24,9.48,63.18,1,0,0.0,0.0,1,21,2.26,0.11,1,0,0.0,1,1,0.06,1,0,0.0,1,12,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,196.67,0.0,76.55,0.0,26,0,1,0,0.0
2013,6,148441,1986,0,1,52.32,9.68,1,1,0,1,11,1,36.03,34,8.39,51.8,2.02,13.43,1,0,0.0,0.0,1,24,4.28,28.52,1,0,0.0,0.0,1,12,1.29,0.25,2,0,0.0,2,9,0.54,2,0,0.0,2,5,0.0,0,0.0,0,0.0,0.0,1276,3,62.03,211.22,0.0,158.73,0.0,38,0,26,0,0.0
2013,6,156066,1967,0,5,15.38,0.49,1,0,0,0,1276,0,0.0,4,0.49,2.73,0.31,1.73,5,0,0.0,0.0,5,4,0.49,2.73,5,0,0.0,0.0,5,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,3.73,0.0,3.73,0.0,0,0,0,0,0.0
2013,6,203791,1986,0,1,6.15,2.96,1,0,0,0,1276,0,0.0,25,2.96,19.7,0.66,4.4,1,0,0.0,0.0,1,19,2.81,18.7,1,0,0.0,0.0,1,0,0.0,0.0,83,0,0.0,83,0,0.0,83,0,0.0,83,7,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,36.0,0.0,34.6,0.0,4,0,4,0,0.0
2013,6,206034,1982,0,6,27.67,2.95,1,0,0,0,1276,0,0.0,13,2.95,16.38,0.57,3.15,6,0,0.0,0.0,6,13,2.95,16.38,6,0,0.0,0.0,6,0,0.0,0.0,30,0,0.0,30,0,0.0,30,0,0.0,30,4,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,49.0,0.0,28.78,0.0,2,0,0,0,0.0
2013,6,269496,1447,0,1,0.56,11.3,1,1,0,0,39,0,0.0,45,8.42,63.22,1.83,12.18,3,0,0.0,0.0,3,25,7.89,52.62,3,0,0.0,0.0,3,48,2.88,0.06,1,39,2.34,1,9,0.54,1,0,0.0,1,6,0.0,0,0.0,0,0.0,0.0,1276,1,15.0,86.43,0.0,67.1,0.0,186,127,21,16,0.0
