,month,user_lifetime,user_intake,user_no_outgoing_activity_in_days,user_account_balance_last,user_spendings,user_has_outgoing_calls,user_has_outgoing_sms,user_use_gprs,user_does_reload,reloads_inactive_days,reloads_count,reloads_sum,calls_outgoing_count,calls_outgoing_spendings,calls_outgoing_duration,calls_outgoing_spendings_max,calls_outgoing_duration_max,calls_outgoing_inactive_days,calls_outgoing_to_onnet_count,calls_outgoing_to_onnet_spendings,calls_outgoing_to_onnet_duration,calls_outgoing_to_onnet_inactive_days,calls_outgoing_to_offnet_count,calls_outgoing_to_offnet_spendings,calls_outgoing_to_offnet_duration,calls_outgoing_to_offnet_inactive_days,calls_outgoing_to_abroad_count,calls_outgoing_to_abroad_spendings,calls_outgoing_to_abroad_duration,calls_outgoing_to_abroad_inactive_days,sms_outgoing_count,sms_outgoing_spendings,sms_outgoing_spendings_max,sms_outgoing_inactive_days,sms_outgoing_to_onnet_count,sms_outgoing_to_onnet_spendings,sms_outgoing_to_onnet_inactive_days,sms_outgoing_to_offnet_count,sms_outgoing_to_offnet_spendings,sms_outgoing_to_offnet_inactive_days,sms_outgoing_to_abroad_count,sms_outgoing_to_abroad_spendings,sms_outgoing_to_abroad_inactive_days,sms_incoming_count,sms_incoming_spendings,sms_incoming_from_abroad_count,sms_incoming_from_abroad_spendings,gprs_session_count,gprs_usage,gprs_spendings,gprs_inactive_days,last_100_reloads_count,last_100_reloads_sum,last_100_calls_outgoing_duration,last_100_calls_outgoing_to_onnet_duration,last_100_calls_outgoing_to_offnet_duration,last_100_calls_outgoing_to_abroad_duration,last_100_sms_outgoing_count,last_100_sms_outgoing_to_onnet_count,last_100_sms_outgoing_to_offnet_count,last_100_sms_outgoing_to_abroad_count,last_100_gprs_usage
reloads_inactive_days,-0.03146430517342453,0.125740661273911,-0.10311044231248388,0.28443499563266145,-0.09755302421156388,-0.2676868858725682,-0.19541754672053704,-0.40369304593122596,-0.1009904085656927,-0.6416340387636986,1.0,-0.39307055028375654,-0.31135493673348125,-0.28355925756860917,-0.24094675281640657,-0.2540528751377742,-0.26422868066734867,-0.30106975107104006,0.09707605789619754,-0.08059262380579661,-0.05350192409335319,-0.04968483881595634,0.09707605789619754,-0.24349402862382727,-0.25423920300096603,-0.23462763411292975,0.09707605789619754,-0.10071883124720231,-0.06606732349356306,-0.06148025621932853,0.09707605789619754,-0.21751780466298962,-0.16074140085217384,-0.1445207463379614,0.39981997697147587,-0.11285794670546558,-0.09524474460384356,0.39981997697147587,-0.163755593448956,-0.1762699173016095,0.39981997697147587,-0.09402116975302922,-0.09280575746584668,0.39981997697147587,-0.25106806750072946,-0.05450813751154956,-0.12258029575732175,-0.032396119887802874,-0.04463241427166069,-0.03516729231193561,-0.03652378497503011,0.12056903756768245,-0.370547101528779,-0.357777489442477,-0.2839761844659574,-0.057683867962984116,-0.2692639129045055,-0.06862224866459218,-0.24394986565325172,-0.12334980430992817,-0.19055772364903548,-0.11312224836512468,-0.04910715036075729
reloads_count,-0.007909970957360197,-0.0904191493346115,0.06848566300427365,-0.11458235104233751,0.02973474270562836,0.6671927830755822,0.13733537989791145,0.28037054660589256,0.19286809855473477,0.6049963213488944,-0.39307055028375654,1.0,0.7293533999641996,0.630033099798701,0.6014011249699782,0.6147760613506795,0.3524236875984002,0.38254673389972677,-0.0825319917553443,0.10102201420898906,0.07040764316356936,0.06875783910952041,-0.0825319917553443,0.5659147531546587,0.5962594361727239,0.5390720044358562,-0.0825319917553443,0.12074031524873728,0.08791633798270007,0.0842197562595483,-0.0825319917553443,0.4211950388261765,0.3863916680985017,0.18227499494139054,-0.22107074445311078,0.149968766540091,0.14396588188802348,-0.22107074445311078,0.3203745212147977,0.34719126479654466,-0.22107074445311078,0.09426011249678128,0.09292088562585674,-0.22107074445311078,0.4884208999965527,0.21248942255392425,0.04776829271459949,0.012195687740072476,0.1107314889161487,0.08611390827822558,0.11041356752538511,-0.18236499204458692,0.7944399454703996,0.6366887408398665,0.5618168967347827,0.06769520726502735,0.4912210539856302,0.07889258715274824,0.4047361218403328,0.1536531490189072,0.31239149747276085,0.0944561003602905,0.12016317903479926
reloads_sum,-0.050666290965516454,-0.12622953921958344,0.10768296299377023,-0.09144562981322961,0.24468743634608975,0.8480725898313216,0.16406356007470604,0.2766995356860287,0.17278575715610234,0.4809396706023638,-0.31135493673348125,0.7293533999641996,1.0,0.5263784971341441,0.7438546294059484,0.6774278023119412,0.4558273095269644,0.4359281485039483,-0.13694175131336828,0.21698679079127184,0.21851360958853103,0.2139289979071087,-0.13694175131336828,0.4145827349663978,0.4985727845099719,0.4437283442050723,-0.13694175131336828,0.21817910395500326,0.24951169844697202,0.23536713566384831,-0.13694175131336828,0.41693340376839644,0.5347685264905281,0.22319016350576926,-0.2311078858196701,0.10978010955228269,0.06935608948879302,-0.2311078858196701,0.3239176647009962,0.3569189805029206,-0.2311078858196701,0.20549151541812374,0.2054708129254878,-0.2311078858196701,0.42017954887883313,0.2193586252890124,0.09216185282170401,0.020897091975299032,0.04899943533104701,0.032828459994172846,0.1264711579348211,-0.1616799680444881,0.6871911785406829,0.833479158552087,0.6417020152014892,0.22675775072923163,0.4325661454362325,0.24334097251273837,0.4019470388959969,0.10435617222960508,0.3173126686232478,0.2120131592566903,0.06362402555157178
calls_outgoing_count,-0.035720911597427504,-0.1902527605671471,0.005397023562310257,-0.11283474687308935,0.016083845591471503,0.5827790376668335,0.2139216097091118,0.2755063714979474,0.12163295743337867,0.34963114069730183,-0.28355925756860917,0.630033099798701,0.5263784971341441,1.0,0.6387789721806594,0.6955518593204485,0.3629138911464873,0.42696677636090735,-0.17334480097209168,0.1953509788757456,0.12157926338242167,0.12266545566557799,-0.17334480097209168,0.8231145990509974,0.698493569287194,0.6608651324632925,-0.17334480097209168,0.2719304808756939,0.15046896534071957,0.15616683279135044,-0.17334480097209168,0.2805561157174403,0.1777886070882836,0.09995676393760328,-0.24964875512881976,0.09298126347860652,0.07125977643662404,-0.24964875512881976,0.18248996037425025,0.19368924119013636,-0.24964875512881976,0.1033985402409187,0.09675241521364811,-0.24964875512881976,0.45645812826203397,0.07900930453232721,0.07982654912527372,0.012146392160227892,0.040205945723298595,0.030137513803360237,0.050866161077211085,-0.13418247725288202,0.5958534893937478,0.530174046131532,0.6294597318774607,0.11030728642658558,0.6020081471426036,0.13781760399177395,0.2826282315318235,0.08849002001006934,0.1845479578295544,0.10619085818783046,0.06270652470906932
calls_outgoing_spendings,-0.036551183275683574,-0.14063630343860636,0.002462791966457752,-0.08279812508282515,0.1260225958861486,0.833929986939721,0.15654690446832636,0.22231001550419469,0.09041050708937845,0.3071576676244065,-0.24094675281640657,0.6014011249699782,0.7438546294059484,0.6387789721806594,1.0,0.8988059864226854,0.6212297400839644,0.5871346345534082,-0.12699334939248713,0.29684457361770783,0.320508396362084,0.312280401890017,-0.12699334939248713,0.543647507893964,0.6707735387270094,0.6030944428217939,-0.12699334939248713,0.2734372533459073,0.3544180900589743,0.32817592589423994,-0.12699334939248713,0.21281012618906928,0.14324109253321995,0.08518922682072862,-0.19419738181124033,0.057388098120451314,0.033230584569667904,-0.19419738181124033,0.11086885210398346,0.12186618120046515,-0.19419738181124033,0.19019711589034152,0.17871103786721743,-0.19419738181124033,0.3090608873308936,0.07133073997910468,0.09519226513875591,0.01582571745589744,0.020394870779214716,0.014956432161171845,0.02344905150631066,-0.10015907285623117,0.6321780448882058,0.7413154830576805,0.7980843826678492,0.2840254427776604,0.529538677038741,0.2988459680074207,0.21250569264837432,0.05132547232032645,0.10874169738724516,0.19603546300500257,0.027107495344323114
calls_outgoing_duration,-0.038770233943245795,-0.1521719974108282,-0.0062739116144166565,-0.08969239121336793,0.11157614969334868,0.7601341503688109,0.16951103070454404,0.23305608668571406,0.09819182681558948,0.3241222445672483,-0.2540528751377742,0.6147760613506795,0.6774278023119412,0.6955518593204485,0.8988059864226854,1.0,0.4851241911410414,0.6594422285093339,-0.1375462653974186,0.23571223949387035,0.24175470297788432,0.24801509513123882,-0.1375462653974186,0.6427470338649679,0.7507053265312157,0.7980353189219902,-0.1375462653974186,0.2233264126914308,0.26359385619656256,0.279010591332217,-0.1375462653974186,0.2294034574851705,0.1476984116554819,0.0774789727281539,-0.2033465921042518,0.06546148292791222,0.04895437864508808,-0.2033465921042518,0.12493677119616975,0.13512531114146356,-0.2033465921042518,0.1616572409155879,0.14556826114441793,-0.2033465921042518,0.3375092971410723,0.06174283845350867,0.0674776116185621,0.013243125671432477,0.02494074783495057,0.018182644081512725,0.027605829988094837,-0.10470468674453755,0.6376269276462057,0.6925823372231763,0.8868634166697034,0.22913940414757908,0.7016003474598254,0.25339165304800215,0.22858442281517577,0.062228976785044805,0.12163652664622808,0.16658502819047477,0.02604367925769256
calls_outgoing_spendings_max,-0.023022081359378298,-0.17358656169175665,0.01560137909403706,-0.10525847661840716,0.1338497087863863,0.5208066427404404,0.20139428813751892,0.2531747413693003,0.06997560855603653,0.30320719998338835,-0.26422868066734867,0.3524236875984002,0.4558273095269644,0.3629138911464873,0.6212297400839644,0.4851241911410414,1.0,0.7127009585301867,-0.1621005442890279,0.18832653383026612,0.20420398932788897,0.1714534715544311,-0.1621005442890279,0.26642632819232365,0.4011222736317671,0.34979387827648684,-0.1621005442890279,0.17865332702877731,0.23839636130293537,0.17137437178383366,-0.1621005442890279,0.14303202718437139,0.08944887542905462,0.09984686318253971,-0.22904759040641737,0.06697575729671953,0.02798741933876732,-0.22904759040641737,0.07065114396890179,0.07717750614352072,-0.22904759040641737,0.12351468236979485,0.1285892542238137,-0.22904759040641737,0.24264612692405885,0.0812065019418906,0.14111459190622672,0.048490743672993435,0.026714989334323314,0.021659154769825818,0.02298563765963804,-0.07865286111031262,0.36485625597716,0.4550863761918459,0.4468154768783575,0.15398497062415809,0.32933967419062876,0.14959681211397224,0.13710241872001608,0.054781535295045446,0.07040547398505928,0.12411000895578732,0.030690527915774885
calls_outgoing_duration_max,-0.039661773074831506,-0.2168154372197532,0.005825515478942664,-0.13075707077833276,0.16044802563918834,0.5025937731409494,0.2503194307395297,0.30342517622870985,0.08668329052804812,0.3385924331246349,-0.30106975107104006,0.38254673389972677,0.4359281485039483,0.42696677636090735,0.5871346345534082,0.6594422285093339,0.7127009585301867,1.0,-0.2013176065520186,0.156313198778617,0.14946144863583538,0.1509305525034622,-0.2013176065520186,0.3590233368063935,0.5454186897358166,0.5756177981156788,-0.2013176065520186,0.1584741942774809,0.17369799973518085,0.18598424605231068,-0.2013176065520186,0.17747405059778992,0.10079656434574763,0.07891110178689088,-0.2798915990463625,0.07480103138025557,0.05596622075320775,-0.2798915990463625,0.0967516908452967,0.1042983217987973,-0.2798915990463625,0.13289273461840892,0.12119636477134123,-0.2798915990463625,0.2550321568775547,0.051404550281050086,0.10999299255412678,0.042518651332470944,0.03409676571021497,0.028574629279714638,0.03159195165237933,-0.09027186339869019,0.3907534450295833,0.45746573829961207,0.5978280542250395,0.1406458722587789,0.5235969787011694,0.15929460669551757,0.17744416597354076,0.0728802211891631,0.09890789157790658,0.133203487118338,0.029230409240415933
calls_outgoing_inactive_days,0.04757717517653788,0.6176188362711592,-0.032582244971563305,0.6138158185322634,-0.16646331958922694,-0.13988927272527257,-0.7839862096134699,-0.3754302294825985,-0.06527595656607742,-0.016599486322558293,0.09707605789619754,-0.0825319917553443,-0.13694175131336828,-0.17334480097209168,-0.12699334939248713,-0.1375462653974186,-0.1621005442890279,-0.2013176065520186,1.0,-0.047611888169768364,-0.028952485152870324,-0.027261687893261985,0.9999999999999999,-0.13979221809883333,-0.13656992357401973,-0.12710558187384283,0.9999999999999999,-0.05863433533140262,-0.03555677312968223,-0.03325297549260436,0.9999999999999999,-0.11014978702389265,-0.082984221392789,-0.09558913492434801,0.472489058091054,-0.0644515709072697,-0.057608542268714216,0.472489058091054,-0.08509633621157062,-0.09134153887621536,0.472489058091054,-0.05003436203525128,-0.04994052830656352,0.472489058091054,-0.1769681539200157,-0.02719378101020455,-0.10559103947727436,-0.021266992737497527,-0.02110681464758915,-0.01613273685158215,-0.017896588999621516,0.09154384863958713,-0.1429089715845571,-0.1611596750563309,-0.15160331471159028,-0.03196664169008611,-0.14310149489864168,-0.03683620535444317,-0.1237864230982277,-0.06793047211794563,-0.09985373485429962,-0.06023913107209579,-0.024028842094910442
calls_outgoing_to_onnet_count,0.018193749908707226,-0.053457374567434046,-0.005714388849109364,-0.03105290195673963,0.12871968213951057,0.2566289197117398,0.058761213458426276,0.08381645484604053,0.005437834241372657,0.08731816747346229,-0.08059262380579661,0.10102201420898906,0.21698679079127184,0.1953509788757456,0.29684457361770783,0.23571223949387035,0.18832653383026612,0.156313198778617,-0.047611888169768364,1.0,0.7824742106498078,0.7858608004594014,-0.04761188816976836,0.039303099968178906,0.027643453985916833,0.022735401719198935,-0.04761188816976836,0.7209085481280403,0.7797609286542782,0.7622202213177939,-0.04761188816976836,0.05243647390152624,0.06545312602935954,0.03735959101833284,-0.07128596846145371,0.0008713731366144759,-0.016897361927586816,-0.07128596846145371,-0.0067520145944999195,-0.006365585908038622,-0.07128596846145371,0.5010371612720712,0.4541343799910979,-0.07128596846145371,0.0894484195604256,0.0064209673643215864,0.3127979070922867,0.04998027561551036,-0.0011889780295952796,-0.0012902728712333147,0.0024479661589149383,-0.0010392761360728138,0.13723780630717308,0.21464955412653805,0.2058534804488484,0.6758741010339623,0.05807340088355956,0.655487512664766,0.056622636042836696,0.0051205718850708595,0.006933187844952846,0.44618898624890135,0.007427162900815875
