x,y
-1.35,1
-0.9716666666666668,0
-0.5933333333333335,0
-0.2150000000000003,13612
0.1633333333333331,198
0.5416666666666665,38
0.9199999999999995,10
1.298333333333333,5
1.6766666666666663,4
2.0549999999999997,4
2.433333333333333,3
2.811666666666666,1
3.189999999999999,0
3.568333333333333,1
3.946666666666666,2
4.324999999999999,0
4.703333333333333,0
5.081666666666665,0
5.459999999999999,0
5.838333333333333,0
6.216666666666667,0
6.594999999999999,0
6.973333333333333,1
7.351666666666667,0
7.729999999999999,0
8.108333333333333,0
8.486666666666666,0
8.865,1
9.243333333333332,0
9.621666666666666,1
10.0,0
