x,y
0.0,12076
3.6333333333333333,1091
7.266666666666667,354
10.9,203
14.533333333333333,88
18.166666666666668,27
21.8,13
25.433333333333334,4
29.066666666666666,2
32.7,5
36.333333333333336,1
39.96666666666667,7
43.6,0
47.233333333333334,2
50.86666666666667,3
54.5,2
58.13333333333333,2
61.766666666666666,0
65.4,0
69.03333333333333,0
72.66666666666667,0
76.3,0
79.93333333333334,0
83.56666666666666,0
87.2,0
90.83333333333333,0
94.46666666666667,0
98.1,0
101.73333333333333,0
105.36666666666666,2
109.0,0
