x,y
-3.2,13179
0.17333333333333334,555
3.546666666666667,72
6.920000000000001,34
10.293333333333333,11
13.666666666666668,7
17.040000000000003,5
20.413333333333334,6
23.78666666666667,2
27.160000000000004,4
30.533333333333335,0
33.906666666666666,1
37.28,0
40.653333333333336,2
44.026666666666664,0
47.4,1
50.77333333333333,0
54.14666666666667,0
57.52,0
60.89333333333333,1
64.26666666666667,0
67.64,0
71.01333333333334,1
74.38666666666667,0
77.76,0
81.13333333333334,0
84.50666666666667,0
87.88,0
91.25333333333333,0
94.62666666666667,1
98.0,0
