x,y
0.0,11106
54.4,1713
108.8,551
163.2,239
217.6,117
272.0,70
326.4,34
380.8,15
435.2,9
489.59999999999997,4
544.0,3
598.4,5
652.8,3
707.1999999999999,2
761.6,1
816.0,1
870.4,5
924.8,0
979.1999999999999,0
1033.6,1
1088.0,1
1142.3999999999999,0
1196.8,0
1251.2,1
1305.6,0
1360.0,0
1414.3999999999999,0
1468.8,0
1523.2,0
1577.6,1
1632.0,0
